ALDH1A1	NP_000680.2
CS	NP_004068.2
GDF15	NP_004855.2
APPBP2	NP_006371.2
CFHR4	NP_006675.2
TKT	NP_001055.1
CCDC136	NP_073579.3
ODZ1	NP_055068.2
TMLHE	NP_060666.1
LYPLA1	NP_006321.1
AKR1C1	NP_001344.2
B3GAT3	NP_036332.2
CLTA	NP_009027.1
WNK2	NP_006639.3
FGL1	NP_671736.2
DCTD	NP_001012750.1
COL25A1	NP_942014.1
LRRC4	NP_071426.1
SSNA1	NP_003722.2
VPS39	NP_056104.2
C2orf3	NP_003194.3
ANGPTL7	NP_066969.1
E2F7	NP_976328.2
TXNDC2	NP_001091999.1
GPX2	NP_002074.2
NT5C	NP_055410.1
ACY3	NP_542389.1
ADSSL1	NP_954634.1
ELTD1	Q9HBW9
LRIT1	NP_056428.1
OXCT2	NP_071403.1
PYCRL	NP_075566.2
ENTPD5	NP_001240.1
HAVCR2	NP_116171.3
BHLHA15	NP_803238.1
PDXP	NP_064711.1
VWA2	NP_940898.1
NADK	NP_075394.3
MUC20	NP_689886.2
GCDH	NP_000150.1
CDX1	NP_001795.2
WNT7A	NP_004616.2
FZD9	NP_003499.1
MFAP5	NP_003471.1
HNRNPA1	NP_112420.1
PCCB	NP_000523.2
PCCA	NP_000273.2
HOOK1	NP_056972.1
AGL	NP_000019.2
DEFA5	NP_066290.1
PKHD1	NP_619639.3
PRCC	NP_005964.3
FAT4	NP_078858.4
RPE65	NP_000320.1
HRH4	NP_067637.2
GATM	NP_001473.1
ITPKA	NP_002211.1
RCN2	NP_002893.1
SLC6A2	NP_001034.1
CPSF7	NP_079087.3
NHLH2	NP_005590.1
MTRR	NP_076915.2
MMAB	NP_443077.1
CHRNB1	NP_000738.2
GSS	NP_000169.1
PIGG	NP_001120650.1
TNXB	NP_061978.6
CD6	NP_006716.3
TLX1	NP_005512.1
MMRN1	NP_031377.2
MYL1	NP_524144.1
NVL	NP_002524.2
ZC3H10	NP_116175.1
LEP	NP_000221.1
HSF4	NP_001035757.1
ITPR3	NP_002215.2
C1orf94	NP_001128206.1
CCDC88A	NP_001129069.1
NPY1R	NP_000900.1
NPY5R	NP_006165.1
PIGU	NP_536724.1
PCP4	NP_006189.2
STIL	NP_001041631.1
ASB8	NP_077000.1
PTX3	NP_002843.2
ZFP161	NP_003400.2
PTK7	NP_002812.2
CFH	NP_000177.2
NME2	NP_001018146.1
NTN3	NP_006172.1
STX18	NP_058626.1
TMSB10	NP_066926.1
TIMP4	NP_003247.1
IL17RD	AAM77571.1
GJA1	NP_000156.1
SEMA3C	NP_006370.1
NRD1	NP_002516.2
PDYN	NP_077722.1
MCC	NP_001078846.1
TRAF7	NP_115647.2
WDR65	NP_689711.1
NFKBIE	NP_004547.2
SLC25A5	NP_001143.2
DSCAM	NP_001380.2
RELB	NP_006500.2
SLC22A5	NP_003051.1
PAICS	NP_001072993.1
PSMC6	NP_002797.3
KCTD5	NP_061865.1
ADRM1	NP_008933.2
PSMD13	NP_787128.2
PSMD12	NP_002807.1
MAGOHB	NP_060518.1
CLCN7	NP_001278.1
ITM2B	NP_068839.1
ADAMTS13	NP_620594.1
ATP6V0E1	NP_003936.1
CLDN16	NP_006571.1
CPT1A	NP_001867.2
AGXT	NP_000021.1
SPAST	NP_055761.2
PRND	NP_036541.2
APBA3	NP_004877.1
RBP2	NP_004155.2
AURKC	AAC25955.1
PNLIPRP2	NP_005387.2
CLPS	NP_001823.1
CYLD	NP_056062.1
C14orf1	NP_009107.1
PRSS23	NP_009104.1
MAGEA11	NP_005357.2
KIAA0174	NP_055576.2
UBA5	NP_079094.1
NINL	NP_079452.3
APLP1	NP_001019978.1
PNP	NP_000261.2
ANXA3	NP_005130.1
UBR1	NP_777576.1
KCTD17	NP_078957.2
CCDC85B	NP_006839.2
ZBTB43	NP_054726.1
PTN	NP_002816.1
PNO1	NP_064528.1
ATP6V1G1	NP_004879.1
TGFBI	NP_000349.1
C16orf74	NP_996850.1
KIAA1683	NP_001138776.1
NECAB2	NP_061938.2
CCND2	NP_001750.1
COL4A3BP	NP_001123577.1
ANTXR2	NP_001139266.1
ZC3H11A	NP_055642.3
FRMD6	NP_689543.1
CKB	NP_001814.2
ASB9	AAH13172.1
SERP2	NP_001010897.1
USH2A	NP_996816.2
VTA1	NP_057569.2
MAF1	NP_115648.2
PRR13	NP_001005355.1
PCBD1	NP_000272.1
WDYHV1	NP_060494.1
ATP6V0D1	NP_004682.2
NUDT18	NP_079091.3
C10orf119	NP_079110.1
HSD17B14	NP_057330.2
ERCC1	NP_973730.1
UBL7	NP_116296.1
EGR2	NP_000390.2
PAEP	AAA35801.1
LAMA4	NP_001098676.1
CCL18	NP_002979.1
TMPRSS3	NP_076927.1
SDHAF2	NP_060311.1
PAPSS1	NP_005434.4
HBXIP	NP_006393.2
RNF10	NP_055683.3
ZNF804A	NP_919226.1
MRPL42	NP_751918.1
TRDMT1	NP_004403.1
RSRC1	NP_057709.2
RPS14	NP_005608.1
ENO2	NP_001966.1
HK1	NP_277032.1
C19orf57	NP_077299.3
SLC1A1	NP_004161.4
NDUFV1	NP_009034.2
MTCP1	NP_001018025.1
TMSB4Y	NP_004193.1
VPS72	NP_005988.1
ZNF165	NP_003438.1
MYO1F	NP_036467.2
SALL2	NP_005398.1
TULP2	NP_003314.2
CPSF6	AAH00714.1
TRPV5	NP_062815.2
HERPUD1	NP_055500.1
SUV39H2	NP_078946.1
CNST	NP_689822.2
FAM131C	NP_872429.2
SSBP2	NP_036578.2
RNF183	NP_659488.2
LILRA3	NP_006856.2
CCDC7	NP_659460.3
MNS1	NP_060835.1
KRR1	NP_008974.5
RALYL	NP_001093861.1
CXADR	NP_001329.1
NDUFB1	NP_004536.2
PGLS	NP_036220.1
C10orf12	NP_056467.2
C11orf16	NP_065694.2
MAPK1IP1L	NP_653179.1
C18orf10	NP_056291.2
PRUNE2	NP_620173.1
CUEDC2	NP_076945.2
DNAJB3	NP_001001394.1
C19orf50	NP_076974.1
SLC22A24	NP_775857.1
MRPS18B	NP_054765.1
NSUN4	NP_950245.2
RASL11B	NP_076429.1
GPBP1L1	NP_067652.1
TSPAN3	NP_005715.1
WDR37	NP_054742.2
ELAVL3	NP_001411.2
DMRTB1	NP_149056.1
NLE1	NP_060566.2
MYL6	NP_524149.1
NTNG2	NP_115925.2
PRTFDC1	NP_064585.1
ZNF276	NP_001106997.1
RPL31	NP_001092047.1
GOLM1	NP_057632.2
SLC25A6	NP_001627.2
RPL8	NP_000964.1
PNLIP	NP_000927.1
FOSL1	NP_005429.1
POM121	NP_742017.1
LIPF	NP_004181.1
RIBC2	NP_056468.2
CEP76	NP_079175.2
KIAA0408	NP_055517.3
GLUL	NP_002056.2
PLEKHF2	NP_078889.1
ARL15	NP_061960.1
GPD1	NP_005267.2
HOXA1	NP_005513.1
GRINL1A	NP_056347.1
BAT1	NP_004631.1
TUBB3	NP_006077.2
BAT4	NP_149417.1
RFX6	NP_775831.2
CHIC2	NP_036242.1
TRAPPC6A	NP_077013.1
HOXA9	NP_689952.1
KRT15	NP_002266.2
HOXB9	NP_076922.1
MEA1	NP_055438.1
CEP72	NP_060610.2
IFIT2	NP_001538.4
IFIT3	NP_001540.2
ITPKB	NP_002212.3
USP18	NP_059110.2
IL11	NP_000632.1
IFIT1	NP_001539.3
KRT6B	NP_005546.2
FAM107A	NP_009108.1
C10orf10	NP_008952.1
DGCR6L	NP_150282.1
KRT6A	NP_005545.1
KRT81	NP_002272.2
USP2	NP_004196.4
CCDC120	NP_296375.1
TXNDC11	NP_056998.4
RCOR3	NP_001129695.1
C1orf65	NP_689823.2
C1orf216	NP_689587.1
KIAA1217	NP_062536.2
KIAA1267	NP_056258.1
KRT20	NP_061883.1
ARC	NP_056008.1
CCDC101	NP_612423.1
TCHP	NP_115676.1
TEKT4	NP_653306.1
NOC4L	NP_076983.1
AMOTL2	NP_057285.3
FAM164C	NP_078919.2
WAC	NP_057712.2
KRT17	NP_000413.1
CCDC53	NP_057137.1
NME7	NP_037462.1
MLLT3	NP_004520.2
RBM4B	NP_113680.1
SLC25A36	NP_001098117.1
CAPZB	NP_004921.1
SGSM2	NP_055668.2
TXNDC9	NP_005774.2
C8orf30A	NP_057542.2
UTP3	NP_065101.1
PHKB	NP_000284.1
RBM41	NP_060771.2
ZNF581	NP_057619.1
CCDC90B	NP_068597.2
DPPA4	NP_060659.3
ZBTB48	NP_005332.1
C7orf34	NP_849151.2
CTNNBL1	NP_110517.2
CDK18	NP_997668.1
STAC3	NP_659501.1
C20orf27	NP_001034229.1
SAPS2	NP_055493.2
COL4A4	NP_000083.3
SLC27A6	NP_054750.1
FAM71C	NP_699195.1
PMM1	NP_002667.2
KIAA1279	NP_056449.1
SELENBP1	NP_003935.2
RPIA	NP_653164.2
NUDT3	NP_006694.1
ATP5J2	NP_004880.1
SNRPN	NP_073717.1
C19orf43	NP_076943.1
C2orf88	NP_115697.2
PLEKHF1	NP_077286.3
TDO2	NP_005642.1
ASMTL	NP_004183.2
MAGEB18	NP_775970.1
FXYD6	AAQ89335.1
BEND7	NP_689964.2
DPPA2	NP_620170.3
COL9A2	NP_001843.1
KIAA0907	NP_055764.2
C1orf190	NP_001013633.1
MAN2A2	NP_006113.2
COL9A3	NP_001844.3
ALS2CR11	NP_689738.3
SRRT	NP_056992.4
SIRT6	NP_057623.1
MRPL44	NP_075066.1
CRCT1	NP_061933.1
TBC1D5	NP_001127853.1
ZNF446	NP_060378.1
CCDC130	NP_110445.1
ZNF434	NP_060280.2
ZBTB25	NP_008908.2
C14orf135	NP_071940.4
GCSH	NP_004474.2
ASPA	NP_000040.1
UQCRB	NP_006285.1
MAG	NP_002352.1
FAM124A	NP_659456.2
ZNRD1	NP_740753.1
TEX28	NP_001577.1
DKC1	NP_001354.1
MAGEB4	NP_002358.1
FTSJ3	NP_060117.3
MAGEA12	NP_005358.2
SPEF1	NP_056232.2
CCDC33	NP_079331.3
FAM103A1	NP_113640.1
PSMF1	NP_848693.2
DYDC1	NP_620167.1
RAI2	NP_068557.2
NUP62CL	NP_060151.2
ENOX2	NP_872114.1
ENOX1	NP_060463.2
CUTC	NP_057044.2
CCDC11	NP_659457.2
HYI	NP_112484.1
C10orf82	NP_653262.1
SNX7	NP_057060.2
LIN37	NP_061977.1
COL20A1	NP_065933.2
ZNF414	NP_115746.2
SSX4	NP_005627.1
RAB33A	NP_004785.1
NDUFB9	NP_004996.1
NOL4	NP_003778.2
AKR1C3	NP_003730.4
COX7A2L	NP_004709.2
BEX2	NP_116010.1
FAM156A	NP_054857.2
TMEM123	AAH32296.1
OTUB2	NP_075601.1
RADIL	NP_060529.4
CCDC14	NP_073594.4
SH2D4A	NP_071354.2
TRMT1	NP_060192.1
C2orf51	NP_689883.1
NDUFAF1	NP_057097.2
DNAJC10	NP_061854.1
PRELP	NP_002716.1
SPRYD5	NP_116070.2
C18orf54	NP_775800.3
PNKD	NP_056303.3
ZNF655	NP_001078837.1
ACMSD	NP_612199.2
CHAD	NP_001258.2
C20orf72	NP_443097.1
TCF25	NP_055787.1
UBE2D4	NP_057067.1
C1orf107	NP_055203.4
MXD3	NP_112590.1
SNX20	NP_878274.1
ZSWIM2	NP_872327.2
CTPS2	NP_062831.3
FATE1	NP_149076.1
LOXL4	NP_115587.6
GNL3L	NP_061940.1
C10orf18	NP_060252.3
ZNF250	NP_066405.1
XAGE2	NP_570133.1
SERF2	NP_005761.2
FAM46D	NP_689843.1
FBF1	NP_001074011.1
UTP6	NP_060898.2
LENG8	NP_443157.1
NEU4	NP_542779.2
LZTS2	NP_115805.1
CHAC1	NP_077016.2
ECH1	NP_001389.2
SFRS17A	NP_005079.2
RBM17	NP_116294.1
DNPEP	NP_036232.2
FAM86C	NP_060642.2
TACO1	NP_057444.2
SLC35A2	NP_005651.1
SEC16B	NP_149118.2
MTF1	NP_005946.2
HLA-DQA1	NP_002113.2
ZFP64	NP_060667.2
HOOK2	NP_037444.2
ZFP36L1	NP_004917.2
KIAA0368	NP_001073867.1
SIRT3	NP_036371.1
NT5C2	NP_036361.1
MOBKL2B	NP_079037.3
AQP5	NP_001642.1
SAMM50	NP_056195.3
EIF1AD	NP_115701.2
CNNM3	NP_060093.3
C20orf158	NP_689515.1
CRYBA2	NP_005200.1
TMPRSS6	NP_705837.1
FAM160A2	NP_115503.2
SEPHS1	NP_036379.2
TBC1D17	NP_078958.1
RPL9	NP_000652.2
EIF5A2	NP_065123.1
COL5A3	NP_056534.2
NECAP2	NP_001138749.1
DHX58	NP_077024.2
FAM46C	NP_060179.2
RAI1	NP_109590.3
ZMIZ2	NP_113637.3
SMCP	NP_109588.2
DDX11	AAH50522.1
IGSF21	NP_116269.2
SPATA2	NP_006029.1
PCID2	NP_060856.2
CHST1	NP_003645.1
TBL3	NP_006444.2
GPRIN2	NP_055511.2
FAM189A2	NP_004807.3
TNFAIP8L1	NP_689575.1
SNX22	NP_079074.2
USP5	P45974
GABARAPL1	NP_113600.1
C14orf139	NP_078909.1
NDUFA5	NP_004991.1
FLAD1	NP_079483.3
SCNM1	NP_076946.1
IL1F5	NP_036407.1
FAM50B	NP_036267.1
ZNF205	AAH02810.1
APPL1	NP_036228.1
SOX30	NP_848511.1
AASDHPPT	NP_056238.2
FAM120B	NP_115824.1
USP53	NP_061923.2
FBXO28	NP_055991.1
C16orf48	NP_115516.1
CHMP2B	NP_054762.2
SETD5	NP_001073986.1
C5orf55	AAH29796.1
THAP7	NP_085050.2
ZNF646	NP_055514.3
TRPT1	NP_001028850.2
C11orf65	NP_689800.3
ISG20L2	NP_112242.1
ZNF263	NP_005732.2
C9orf100	NP_116207.2
DDI1	NP_001001711.1
FAM105B	NP_612357.4
C2orf65	NP_620159.2
ZNF193	NP_006290.1
STK25	NP_006365.2
PDCD10	NP_009148.2
PDE9A	NP_002597.1
COL6A3	NP_004360.2
KBTBD7	NP_115514.2
PPIE	NP_006103.1
TRIM2	NP_056086.2
AGR2	NP_006399.1
COL8A2	NP_005193.1
ADAMTSL4	NP_061905.2
CEP70	NP_077817.2
SCGN	NP_008929.2
COL11A1	NP_542196.2
BAZ2B	NP_038478.2
COL14A1	NP_066933.1
HEXDC	NP_775891.2
CETN3	NP_004356.2
PCYT2	NP_002852.1
JMJD5	NP_001138820.1
PSMD9	NP_002804.2
SPG7	NP_003110.1
PHF1	NP_077084.1
WDR62	NP_001077430.1
KIAA1712	NP_001138786.1
FAM124B	NP_001116251.1
CATSPER1	NP_444282.3
PPP1R16A	NP_116291.1
FOXS1	NP_004109.1
SAMD3	NP_001017373.2
HPCAL4	NP_057341.1
TRIM39	NP_067076.2
RNF126	NP_060346.2
MRFAP1L1	NP_689514.1
PBXIP1	NP_065385.2
DRG2	NP_001379.1
RWDD1	NP_057036.2
C1orf63	NP_064713.3
FIP1L1	NP_112179.2
FAM153A	NP_775934.3
CHMP7	NP_689485.1
NID2	NP_031387.3
HIST1H3G	NP_003525.1
HIST1H3H	NP_003527.1
TMEM11	NP_003867.1
AKR7A3	NP_036199.2
RCBTB2	NP_001259.1
HHLA3	AAH10922.1
HDDC3	NP_940929.1
DDIT4L	NP_660287.1
NME5	NP_003542.1
DYDC2	NP_115748.1
MRPL20	NP_060441.2
STC2	NP_003705.1
RPS28	NP_001022.1
RPS26	NP_001020.2
TSR2	NP_477511.1
GSTZ1	NP_665877.1
TP53I3	NP_004872.2
ZNF136	NP_003428.1
SULT2B1	NP_814444.1
ALS2CR12	NP_631902.2
TRIM41	NP_291027.3
MMP8	NP_002415.1
GAGE5	NP_001466.1
GMCL1L	NP_071916.2
CDC23	NP_004652.2
ZNF580	NP_057286.1
APPL2	NP_060641.2
BAMBI	NP_036474.1
PRR14	NP_076936.1
UMOD	NP_003352.2
GALT	NP_000146.2
PLAC8	NP_057703.1
SMUG1	NP_055126.1
CYB5R2	NP_057313.2
PLSCR4	NP_065086.2
SEC24A	NP_068817.1
DDAH2	NP_039268.1
SEMA4G	NP_060363.2
ASB13	NP_078977.2
ARL11	NP_612459.1
CPSF3L	NP_060341.2
GLYCTK	NP_660305.2
HDHD3	NP_112496.1
KIAA1609	NP_065998.3
KRTAP3-2	NP_114165.1
IL1B	NP_000567.1
C11orf54	NP_054758.2
BEND5	AAH07932.2
ZBTB7B	NP_056956.2
HAAO	NP_036337.2
FAM115A	NP_055534.1
ZNF426	NP_077011.1
CCDC67	NP_857596.2
SH2D3C	NP_733745.1
DPY30	NP_115963.1
KATNAL1	NP_115492.1
DUSP12	NP_009171.1
FKBP6	NP_003593.3
COX4NB	NP_006058.1
TTC35	NP_055488.1
CABC1	NP_064632.2
SNX15	NP_037438.2
SMCR7	NP_683684.2
RWDD2B	NP_058636.1
GIN1	NP_060146.2
ARMC7	NP_078861.1
FAM127B	NP_056397.1
CSTF2T	NP_056050.1
PLA2G16	NP_009000.2
TMCO6	NP_060972.3
KLHDC5	NP_065833.1
ZNF417	NP_689688.2
ATG4B	NP_037457.3
DNAL4	NP_005731.1
BBS2	NP_114091.3
WDR25	NP_078791.3
ZCCHC10	NP_060135.1
PITPNC1	NP_036549.2
ETNK2	NP_060678.2
ZCCHC12	NP_776159.1
MUL1	NP_078820.2
KIF6	NP_659464.3
SLC22A6	NP_004781.2
MFSD3	NP_612440.1
RRS1	NP_055984.1
CHMP5	NP_057494.3
WDR24	NP_115635.1
EID3	NP_001008395.1
KCNRG	NP_775876.1
ZNF451	NP_001026794.1
KCTD4	NP_940686.2
C10orf62	NP_001009997.1
CPNE7	NP_055242.1
RCN3	NP_065701.2
EIF4EBP3	NP_003723.1
TRIM17	NP_057186.1
BSCL2	NP_001116427.1
USE1	NP_060937.1
C5orf62	NP_116565.2
TMEM19	NP_060749.2
DDX24	NP_065147.1
UBLCP1	NP_659486.2
L3MBTL2	NP_113676.2
SEPT1	NP_443070.1
SHPRH	NP_001036148.1
RBM5	NP_005769.1
MID1IP1	NP_067065.1
QPRT	NP_055113.2
ZNF764	NP_219363.1
GLIS3	NP_001035878.1
ZMYND10	NP_056980.2
ZNF334	NP_060572.3
TSGA10	NP_079520.1
SEC23B	NP_116781.1
SEC24D	NP_055637.2
HSPB7	BAC03846.1
C3orf19	NP_057558.3
THAP10	NP_064532.1
GAGE2E	NP_036328.1
ZC4H2	NP_061154.1
YIPF6	NP_776195.1
YIPF2	NP_076934.1
UPRT	NP_659489.1
PYROXD1	NP_079130.2
MTMR8	NP_060147.2
NKAP	NP_078804.2
RECK	NP_066934.1
C6orf108	NP_006434.1
GPKOW	NP_056513.2
C21orf7	NP_064537.1
PTCD3	NP_060422.4
FBXL18	NP_079239.3
PCGF1	NP_116062.2
ZNF101	NP_149981.2
DBNDD2	NP_060948.2
C20orf195	NP_076964.1
WDR6	NP_060501.3
CCNB1IP1	NP_067001.3
MSH2	NP_000242.1
LRCH4	NP_002310.2
FRYL	BAC87492.1
DDX19A	NP_060802.1
C19orf60	NP_001093888.1
IQUB	NP_849149.3
BAALC	NP_079088.1
DHRS1	NP_612461.1
FBXW5	NP_061871.1
ZNF439	NP_689475.1
ZNF440	NP_689570.2
C18orf45	NP_116322.3
LRRN4	NP_689824.2
C6orf165	NP_001026913.1
KIAA0415	NP_055670.1
ZNF707	NP_776192.2
C12orf12	NP_689851.1
ZNF679	NP_699194.2
THEG	NP_057669.1
C8orf48	NP_001007091.1
DCAF8	NP_056541.2
ZBTB24	NP_055612.2
ZNF559	NP_115886.1
ZNF607	NP_116078.3
C18orf56	NP_001012734.1
DOK5	NP_060901.2
PLCD4	NP_116115.1
MAPKAP1	NP_001006618.1
IP6K1	NP_695005.1
IP6K2	NP_057375.2
GTPBP3	NP_598399.2
PMS1	NP_000525.1
CHGB	NP_001810.2
YLPM1	NP_062535.2
DCTPP1	NP_077001.1
MAP7D1	NP_060537.3
C12orf11	NP_060634.2
CCDC87	NP_060689.2
CCDC155	NP_653289.3
C5orf22	NP_060826.2
ELOF1	NP_115753.1
RWDD4A	NP_689895.2
LRRC18	NP_001006940.3
FASTKD5	NP_068598.1
CEP63	NP_079456.2
CWC25	NP_060218.1
EXD3	NP_060290.3
SOHLH2	NP_060296.2
ZNF232	NP_055334.2
ZSCAN16	NP_079507.1
PIH1D1	NP_060386.1
EVI5L	NP_660288.1
DCC	NP_005206.2
REEP6	NP_612402.1
FAM96A	NP_115607.1
AHSP	NP_057717.1
C11orf49	NP_001003677.1
CCDC158	NP_001036249.1
IFFO1	NP_001034759.1
INPP5K	NP_057616.2
BRE	NP_004890.2
C19orf62	NP_054892.2
RPRD1B	NP_067038.1
UBE2Z	NP_075567.2
FUZ	NP_079405.2
C1orf89	NP_112169.2
C20orf4	NP_056326.2
CCDC42	NP_653282.2
MTUS2	NP_001028774.2
ZBTB5	NP_055687.1
YIPF3	NP_056203.2
NTN4	NP_067052.2
FAM113A	NP_073597.2
C4orf42	NP_443093.2
C10orf54	AAH20568.1
DLK2	NP_996262.1
SFMBT1	NP_057413.2
LLPH	NP_115714.1
TKTL2	NP_115512.3
TPD52L3	NP_277051.3
ZNF167	NP_061121.2
ZCCHC14	NP_055959.1
C18orf25	NP_659492.1
NUDCD3	NP_056147.2
FAM134A	NP_077269.3
C7orf36	NP_064577.1
C1orf182	NP_653228.1
PHYHIPL	NP_115815.2
SSBP4	NP_116016.1
MTHFS	NP_006432.1
HACL1	NP_036392.2
C1orf116	NP_076427.2
ARAP1	NP_001035207.1
KLHL2	NP_009177.3
CLEC1B	NP_057593.3
LEPROTL1	NP_001121680.1
KLRG1	NP_005801.3
CTH	NP_001893.2
FAM158A	NP_057133.2
ZBTB22	NP_005444.4
BCL2L13	NP_056182.2
YIPF4	NP_115688.1
C1QB	NP_000482.3
C1QC	NP_758957.2
CINP	NP_116019.1
LYAR	NP_060286.1
RILPL2	NP_659495.1
CR1	NP_000642.3
C1orf35	NP_077295.1
CIAPIN1	NP_064709.2
RPL36	NP_056229.2
JAKMIP2	NP_055605.2
HRG	NP_000403.1
ARPC5L	NP_112240.1
RABL2B	NP_001124395.1
C3orf34	NP_116287.2
S100A14	NP_065723.1
S100A16	NP_525127.1
AKIRIN2	NP_060534.1
ACCS	NP_115981.1
VPS33B	NP_061138.3
C14orf133	NP_071350.2
SDSL	NP_612441.1
SPERT	NP_689932.1
OBFC1	NP_079204.2
C21orf77	NP_060747.1
C21orf91	NP_001093890.1
ELMOD1	NP_061182.3
THG1L	NP_060342.2
PRMT8	NP_062828.3
SH3BP5L	NP_085148.1
ZFC3H1	NP_659419.3
DCTN5	NP_115875.1
SYT17	NP_057608.2
ZNF670	NP_149990.1
FAM76B	NP_653265.3
CCDC112	NP_001035530.1
TEX9	NP_940926.1
PHF10	NP_060758.2
RABL4	AAH00566.1
HSPB11	AAQ03994.1
RNF138	NP_057355.2
ZUFSP	NP_659499.1
GINS4	NP_115712.1
GINS2	NP_057179.1
TRAPPC3	NP_055223.1
TRAPPC2L	NP_057293.1
ZNF567	NP_689816.2
PGAM5	NP_612642.1
HIST1H2BN	NP_003511.1
GMDS	NP_001491.1
EIF4H	NP_071496.1
C11orf68	NP_001129107.1
SLU7	NP_006416.3
PPIL3	NP_115861.1
C9orf16	NP_077017.1
COASY	NP_001035997.2
ZC3H14	NP_079100.2
C4B	NP_000583.2
PARP11	NP_065100.2
FAM60A	NP_067061.1
EAPP	NP_060923.2
C14orf48	NP_689990.1
SKA1	NP_659497.1
C19orf25	NP_689695.2
C2orf18	NP_060347.2
IFNA1	NP_076918.1
FAM96B	NP_057146.1
CHCHD3	NP_060282.1
NOC2L	NP_056473.2
DPCD	NP_056263.1
GTPBP10	NP_149098.2
CENPO	NP_077298.1
ROGDI	NP_078865.1
GBP5	NP_443174.1
KIAA1539	NP_079458.2
MRPL4	NP_057040.2
C1orf111	NP_872387.2
ZNF821	NP_060000.1
CFB	NP_001701.2
ZBTB45	NP_116181.1
C7orf50	NP_115726.1
MRI1	NP_001026897.1
ITGAX	NP_000878.2
OLA1	NP_037473.3
ZSCAN20	NP_660281.2
TTC14	NP_597719.1
ZNF337	NP_056470.1
ZNF471	NP_065864.2
FAM13C	NP_937858.2
C3AR1	NP_004045.1
TNFAIP8	NP_055165.2
CFHR5	NP_110414.1
OLFM4	NP_006409.3
SAP30BP	NP_037392.1
LOH12CR1	NP_477517.1
FAM86A	NP_958802.1
AGXT2L2	NP_699204.1
VPS36	NP_057159.2
PSPC1	AAL59601.1
SCG5	NP_001138229.1
CLP1	NP_006822.1
ATPIF1	NP_057395.1
EGLN1	NP_071334.1
ITGB1BP2	NP_036410.1
PIP4K2A	NP_005019.2
IL7R	NP_002176.2
AGTR1	NP_114038.1
RHBDF1	NP_071895.3
SMTN	NP_599032.1
NKD2	NP_149111.1
LLGL1	NP_004131.3
C8G	NP_000597.2
HOXB1	NP_002135.2
FGG	NP_068656.2
ARHGEF5	NP_005426.2
HES5	NP_001010926.1
ADD1	NP_054908.2
CD19	NP_001761.3
CD22	NP_001762.2
LIME1	NP_060276.2
IL4R	NP_000409.1
TLR10	NP_112218.2
SOX1	NP_005977.2
DGKA	NP_958852.1
GJB2	NP_003995.2
GJB6	NP_006774.2
SLC30A9	NP_006336.3
TRIM59	NP_775107.1
FBL	NP_001427.2
FGF6	NP_066276.2
FGF17	NP_003858.1
FGF18	NP_387498.1
FGF8	NP_149353.1
SPSB1	NP_079382.2
GAS1	NP_002039.2
HPN	NP_892028.1
OSCAR	NP_996554.1
ATP2A3	NP_777613.1
CLCA2	NP_006527.1
IFNA8	NP_002161.2
MIP	NP_036196.1
IL3	NP_000579.2
IL1R1	NP_000868.1
SOCS5	NP_054730.1
MPL	NP_005364.1
ELN	NP_000492.2
PSMC2	NP_002794.1
CD14	NP_000582.1
ZNF274	NP_057409.1
CBFB	NP_074036.1
RPL30	NP_000980.1
GLG1	NP_036333.2
DLX2	NP_004396.1
POU5F1	NP_002692.2
FOSB	NP_006723.2
CRP	NP_000558.2
ALPL	NP_000469.3
PRDX2	NP_005800.3
HIST1H1A	NP_005316.1
FCGR1A	NP_000557.1
CMTM3	NP_653202.1
RPS11	NP_001006.1
CKMT1B	NP_066270.1
POFUT1	NP_056167.1
AIFM1	NP_004199.1
PCYT1B	NP_004836.2
TLR8	NP_057694.2
PIP4K2C	NP_079055.3
TLR7	NP_057646.1
F8A1	NP_036283.2
CRYZ	NP_001880.2
PCYT1A	NP_005008.2
DHX36	NP_065916.2
NKD1	NP_149110.1
BCL7A	NP_066273.1
NCOA7	NP_861447.3
DPF2	NP_006259.1
FUT7	NP_004470.1
HNF1B	NP_000449.1
TRAFD1	NP_006691.1
MAVS	NP_065797.2
PSMD6	NP_055629.1
CCT4	NP_006421.2
NOX4	NP_058627.1
CNPY4	NP_689968.1
KIAA1967	NP_066997.3
MTIF2	NP_002444.2
AZI2	NP_071906.1
HTATIP2	NP_001091990.1
ASB6	NP_060343.1
STK38L	NP_055815.1
GAPVD1	NP_056450.2
ALS2	NP_065970.2
EDC3	NP_079359.2
RIOK1	NP_113668.2
C16orf80	NP_037374.1
KLC4	NP_958931.1
MINPP1	NP_004888.2
ABCB1	NP_000918.2
ZDHHC4	NP_060576.1
KRT10	NP_000412.3
JPH3	NP_065706.2
NUMA1	CAA77669.1
GNG3	NP_036334.1
CGB5	NP_149032.1
IFNA5	NP_002160.1
PRAF2	NP_009144.1
NMS	NP_001011717.1
ANXA1	NP_000691.1
SART1	NP_005137.1
HSF2	NP_004497.1
MTSS1	NP_055566.3
SLC6A3	NP_001035.1
PSMA2	NP_002778.1
BAIAP2L1	NP_061330.2
SAPS3	NP_060782.2
INPP5E	NP_063945.2
GTPBP4	NP_036473.2
CRTC1	NP_001091952.1
CCT2	NP_006422.1
USP37	NP_065986.2
CTPS	NP_001896.2
LMO7	NP_056667.2
LIMA1	NP_001107018.1
CKAP2	NP_001091995.1
